"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0005976" "BP" "GO:0005976" "polysaccharide metabolic process" "3/92" "107/18723" 0.0157798166252155 0.0461033909945259 0.0274585875847033 "IL6ST/MTOR/NFKB1" 3
"GO:0006006" "BP" "GO:0006006" "glucose metabolic process" "4/92" "196/18723" 0.0159239764755823 0.0464772971929596 0.0276812813145284 "RANBP2/MST1/MTOR/TNF" 4
"GO:0002832" "BP" "GO:0002832" "negative regulation of response to biotic stimulus" "3/92" "108/18723" 0.0161740478705227 0.0471592542986205 0.0280874462084952 "HLA-A/STAT2/HLA-B" 3
"GO:0007179" "BP" "GO:0007179" "transforming growth factor beta receptor signaling pathway" "4/92" "198/18723" 0.0164676772512903 0.047877070498469 0.0285149683184328 "STAT3/ADAM17/FURIN/HSPA5" 4
"GO:0051281" "BP" "GO:0051281" "positive regulation of release of sequestered calcium ion into cytosol" "2/92" "40/18723" 0.0165035862790684 0.047877070498469 0.0285149683184328 "CD19/CXCL10" 2
"GO:0071526" "BP" "GO:0071526" "semaphorin-plexin signaling pathway" "2/92" "40/18723" 0.0165035862790684 0.047877070498469 0.0285149683184328 "NCAM1/NRP1" 2
"GO:1901998" "BP" "GO:1901998" "toxin transport" "2/92" "40/18723" 0.0165035862790684 0.047877070498469 0.0285149683184328 "HSPA5/NRP1" 2
"GO:1904994" "BP" "GO:1904994" "regulation of leukocyte adhesion to vascular endothelial cell" "2/92" "40/18723" 0.0165035862790684 0.047877070498469 0.0285149683184328 "CCR2/TNF" 2
"GO:0032414" "BP" "GO:0032414" "positive regulation of ion transmembrane transporter activity" "3/92" "109/18723" 0.016573797022637 0.0480322351655031 0.0286073824013864 "CCR2/CTSS/IFNG" 3
"GO:0015849" "BP" "GO:0015849" "organic acid transport" "5/92" "303/18723" 0.0168427575395155 0.0487624996506941 0.0290423185502045 "CPT2/IL1B/SLC11A1/ACE/SLC6A19" 5
"GO:0009408" "BP" "GO:0009408" "response to heat" "3/92" "110/18723" 0.0169790710559886 0.0490582415219307 0.0292184586105914 "CD14/CXCL10/MTOR" 3
"GO:0048259" "BP" "GO:0048259" "regulation of receptor-mediated endocytosis" "3/92" "110/18723" 0.0169790710559886 0.0490582415219307 0.0292184586105914 "AAK1/SERPINE1/VEGFA" 3
"GO:0045216" "BP" "GO:0045216" "cell-cell junction organization" "4/92" "200/18723" 0.0170229229237349 0.0491355121979565 0.0292644800328689 "IL1B/ACE/TNF/VEGFA" 4
"GO:0006418" "BP" "GO:0006418" "tRNA aminoacylation for protein translation" "2/92" "41/18723" 0.0172950958302546 0.0497212364609522 0.0296133298816329 "SARS2/SARS1" 2
"GO:0032733" "BP" "GO:0032733" "positive regulation of interleukin-10 production" "2/92" "41/18723" 0.0172950958302546 0.0497212364609522 0.0296133298816329 "STAT3/TLR4" 2
"GO:0070296" "BP" "GO:0070296" "sarcoplasmic reticulum calcium ion transport" "2/92" "41/18723" 0.0172950958302546 0.0497212364609522 0.0296133298816329 "CCR5/CCL3" 2
"GO:1902622" "BP" "GO:1902622" "regulation of neutrophil migration" "2/92" "41/18723" 0.0172950958302546 0.0497212364609522 0.0296133298816329 "CXCL8/DPP4" 2
"GO:0014066" "BP" "GO:0014066" "regulation of phosphatidylinositol 3-kinase signaling" "3/92" "111/18723" 0.0173898764176923 0.0499437250716123 0.0297458412407895 "IL18/JAK2/TNF" 3
"GO:0009897" "CC" "GO:0009897" "external side of plasma membrane" "18/92" "421/19550" 9.4287483518858e-13 1.88574967037716e-10 1.3398747657943e-10 "IL6R/CX3CR1/CCR2/CCR5/IL6ST/ACE/ANPEP/CD14/CD19/CD4/CD8A/CTSB/CXCL10/FCGR3A/IL2RA/NCAM1/TLR4/TNF" 18
"GO:0045121" "CC" "GO:0045121" "membrane raft" "12/92" "335/19550" 5.59975855151417e-08 3.73317236767611e-06 2.65251720861198e-06 "IL6ST/FADD/ADAM17/CD14/CD19/CD4/CD8A/DPP4/FURIN/JAK2/TNF/MAPK3" 12
"GO:0098857" "CC" "GO:0098857" "membrane microdomain" "12/92" "335/19550" 5.59975855151417e-08 3.73317236767611e-06 2.65251720861198e-06 "IL6ST/FADD/ADAM17/CD14/CD19/CD4/CD8A/DPP4/FURIN/JAK2/TNF/MAPK3" 12
"GO:0036019" "CC" "GO:0036019" "endolysosome" "5/92" "27/19550" 1.53809853548993e-07 7.69049267744964e-06 5.46429742871422e-06 "TLR3/TLR7/CTSB/CTSL/CTSS" 5
"GO:0045335" "CC" "GO:0045335" "phagocytic vesicle" "8/92" "137/19550" 2.68674908035736e-07 1.07469963214294e-05 7.63602370206829e-06 "UNC93B1/TLR7/SLC11A1/CTSS/HLA-A/HLA-C/MTOR/HLA-B" 8
"GO:0030139" "CC" "GO:0030139" "endocytic vesicle" "11/92" "336/19550" 5.10356429861307e-07 1.70118809953769e-05 1.20873891282941e-05 "UNC93B1/TLR7/SLC11A1/CD4/CTSL/CTSS/DPP4/HLA-A/HLA-C/MTOR/HLA-B" 11
"GO:0031904" "CC" "GO:0031904" "endosome lumen" "4/92" "35/19550" 2.15034930597848e-05 0.000614385515993851 0.000436537077153526 "CTSB/CTSL/CTSS/JAK2" 4
"GO:0012507" "CC" "GO:0012507" "ER to Golgi transport vesicle membrane" "4/92" "62/19550" 0.000207931444948395 0.00478184475758611 0.00339762653828487 "HLA-A/HLA-C/SEC23IP/HLA-B" 4
"GO:0042611" "CC" "GO:0042611" "MHC protein complex" "3/92" "25/19550" 0.000215183014091375 0.00478184475758611 0.00339762653828487 "HLA-A/HLA-C/HLA-B" 3
"GO:0071556" "CC" "GO:0071556" "integral component of lumenal side of endoplasmic reticulum membrane" "3/92" "29/19550" 0.000337235219833463 0.00613154945151751 0.0043566272418677 "HLA-A/HLA-C/HLA-B" 3
"GO:0098553" "CC" "GO:0098553" "lumenal side of endoplasmic reticulum membrane" "3/92" "29/19550" 0.000337235219833463 0.00613154945151751 0.0043566272418677 "HLA-A/HLA-C/HLA-B" 3
"GO:0030670" "CC" "GO:0030670" "phagocytic vesicle membrane" "4/92" "76/19550" 0.000454826708428592 0.00758044514047654 0.00538610575770701 "SLC11A1/HLA-A/HLA-C/HLA-B" 4
"GO:0030135" "CC" "GO:0030135" "coated vesicle" "7/92" "299/19550" 0.000527040066746968 0.00771361435852855 0.00548072599158608 "AAK1/CD4/FURIN/HLA-A/HLA-C/SEC23IP/HLA-B" 7
"GO:0005769" "CC" "GO:0005769" "early endosome" "8/92" "394/19550" 0.000539953005096999 0.00771361435852855 0.00548072599158608 "TLR3/CD4/HLA-A/HLA-C/NRP1/TLR4/MAPK3/HLA-B" 8
"GO:0098576" "CC" "GO:0098576" "lumenal side of membrane" "3/92" "36/19550" 0.000643459279319833 0.00831455768795387 0.00590771204144091 "HLA-A/HLA-C/HLA-B" 3
"GO:0030667" "CC" "GO:0030667" "secretory granule membrane" "7/92" "311/19550" 0.00066516461503631 0.00831455768795387 0.00590771204144091 "FCGR2A/MAGT1/SLC11A1/ANPEP/CD14/HLA-C/HLA-B" 7
"GO:0005925" "CC" "GO:0005925" "focal adhesion" "8/92" "418/19550" 0.000794059047154766 0.00934187114299725 0.00663764528581383 "CAP1/ADAM17/DPP4/HSPA5/JAK1/JAK2/NRP1/MAPK3" 8
"GO:0030055" "CC" "GO:0030055" "cell-substrate junction" "8/92" "425/19550" 0.000884000110851945 0.0098222234539105 0.00697894824356799 "CAP1/ADAM17/DPP4/HSPA5/JAK1/JAK2/NRP1/MAPK3" 8
"GO:0030176" "CC" "GO:0030176" "integral component of endoplasmic reticulum membrane" "5/92" "162/19550" 0.00101092428558604 0.0101369868079813 0.00720259588988142 "HLA-A/HLA-C/HSPA5/ERN1/HLA-B" 5
"GO:0030134" "CC" "GO:0030134" "COPII-coated ER to Golgi transport vesicle" "4/92" "94/19550" 0.00101369868079813 0.0101369868079813 0.00720259588988142 "HLA-A/HLA-C/SEC23IP/HLA-B" 4
"GO:0031227" "CC" "GO:0031227" "intrinsic component of endoplasmic reticulum membrane" "5/92" "170/19550" 0.00125287708709603 0.0119321627342479 0.0084781156269656 "HLA-A/HLA-C/HSPA5/ERN1/HLA-B" 5
"GO:0005775" "CC" "GO:0005775" "vacuolar lumen" "5/92" "174/19550" 0.00138876466826787 0.0121919819938043 0.00866272404822939 "CAP1/CTSB/CTSL/CTSS/PSMD1" 5
"GO:0032009" "CC" "GO:0032009" "early phagosome" "2/92" "12/19550" 0.0014020779292875 0.0121919819938043 0.00866272404822939 "UNC93B1/TLR7" 2
"GO:0030662" "CC" "GO:0030662" "coated vesicle membrane" "5/92" "181/19550" 0.00165233719815537 0.0137694766512948 0.00978357551539366 "CD4/HLA-A/HLA-C/SEC23IP/HLA-B" 5
"GO:0030666" "CC" "GO:0030666" "endocytic vesicle membrane" "5/92" "193/19550" 0.00218723140502858 0.0174978512402287 0.0124326837759519 "SLC11A1/CD4/HLA-A/HLA-C/HLA-B" 5
"GO:0140534" "CC" "GO:0140534" "endoplasmic reticulum protein-containing complex" "4/92" "125/19550" 0.00288455593986735 0.0221888918451335 0.0157657915741738 "MAGT1/HLA-A/HSPA5/ERN1" 4
"GO:0036020" "CC" "GO:0036020" "endolysosome membrane" "2/92" "18/19550" 0.00319112798344946 0.0231256848602504 0.0164314076638621 "TLR3/TLR7" 2
"GO:0098802" "CC" "GO:0098802" "plasma membrane signaling receptor complex" "6/92" "306/19550" 0.00323759588043505 0.0231256848602504 0.0164314076638621 "IL6R/IL6ST/TRAF3/CD4/CD8A/IL2RA" 6
"GO:0062023" "CC" "GO:0062023" "collagen-containing extracellular matrix" "7/92" "425/19550" 0.0039196578176277 0.027032122880191 0.0192070346780305 "MST1/CTSB/CTSL/CTSS/IL7/NCAM1/SERPINE1" 7
"GO:0034774" "CC" "GO:0034774" "secretory granule lumen" "6/92" "322/19550" 0.00415157744957285 0.0276771829971523 0.0196653668663977 "CAP1/CXCL1/NFKB1/PSMD1/SERPINE1/VEGFA" 6
"GO:0060205" "CC" "GO:0060205" "cytoplasmic vesicle lumen" "6/92" "325/19550" 0.00434226198895765 0.0279558632758389 0.0198633765380961 "CAP1/CXCL1/NFKB1/PSMD1/SERPINE1/VEGFA" 6
"GO:0031983" "CC" "GO:0031983" "vesicle lumen" "6/92" "327/19550" 0.00447293812413423 0.0279558632758389 0.0198633765380961 "CAP1/CXCL1/NFKB1/PSMD1/SERPINE1/VEGFA" 6
"GO:0031258" "CC" "GO:0031258" "lamellipodium membrane" "2/92" "22/19550" 0.00475945476977246 0.0288451804228634 0.0204952597741398 "DOCK8/DPP4" 2
"GO:0001891" "CC" "GO:0001891" "phagocytic cup" "2/92" "28/19550" 0.00764697748538596 0.0442460393458374 0.0314379753246739 "TLR4/TNF" 2
"GO:0016324" "CC" "GO:0016324" "apical plasma membrane" "6/92" "367/19550" 0.00774305688552154 0.0442460393458374 0.0314379753246739 "IL6R/ADAM17/CTSB/CTSL/DPP4/SLC6A19" 6
"GO:0005126" "MF" "GO:0005126" "cytokine receptor binding" "25/91" "271/18368" 3.68013806578406e-25 1.04883934874846e-22 7.63144419957326e-23 "IL6R/IL1B/IL1RN/STAT1/CX3CR1/CCR2/IL6ST/FADD/TRAF3/CCL3/STAT3/ADAM17/CXCL1/CXCL10/CXCL5/CXCL8/IFNG/IL10/IL18/IL7/JAK1/JAK2/TNF/TYK2/VEGFA" 25
"GO:0042379" "MF" "GO:0042379" "chemokine receptor binding" "10/91" "72/18368" 2.23497082337725e-12 3.18483342331258e-10 2.3173118537122e-10 "STAT1/CX3CR1/CCR2/CCL3/STAT3/CXCL1/CXCL10/CXCL5/CXCL8/JAK1" 10
"GO:0004896" "MF" "GO:0004896" "cytokine receptor activity" "10/91" "97/18368" 4.74030336925935e-11 4.50328820079638e-09 3.27663074997927e-09 "IL6R/CX3CR1/CCR2/CCR5/IL6ST/IFNGR1/CD4/IFNAR1/IFNAR2/IL2RA" 10
"GO:0019955" "MF" "GO:0019955" "cytokine binding" "11/91" "139/18368" 8.8250042978751e-11 6.28781556223601e-09 4.57506801758262e-09 "IL6R/IL1RN/CX3CR1/CCR2/CCR5/IL6ST/IFNGR1/CD4/IFNAR1/IL2RA/NRP1" 11
"GO:0005125" "MF" "GO:0005125" "cytokine activity" "13/91" "235/18368" 1.4008129760946e-10 7.98463396373924e-09 5.80968750085552e-09 "IL1B/IL1RN/CCL3/CXCL1/CXCL10/CXCL5/CXCL8/IFNG/IL10/IL18/IL7/TNF/VEGFA" 13
"GO:0070851" "MF" "GO:0070851" "growth factor receptor binding" "10/91" "141/18368" 1.94948826741972e-09 8.52874676412907e-08 6.20558859661469e-08 "IL6R/IL1B/IL1RN/IL6ST/ADAM17/IL10/IL7/JAK2/VEGFA/ERN1" 10
"GO:0001664" "MF" "GO:0001664" "G protein-coupled receptor binding" "13/91" "295/18368" 2.27346404018304e-09 8.52874676412907e-08 6.20558859661469e-08 "STAT1/CX3CR1/CCR2/CCL3/STAT3/ACE/CXCL1/CXCL10/CXCL5/CXCL8/JAK1/JAK2/TYK2" 13
"GO:0140375" "MF" "GO:0140375" "immune receptor activity" "10/91" "144/18368" 2.39403417940465e-09 8.52874676412907e-08 6.20558859661469e-08 "IL6R/CX3CR1/CCR2/CCR5/IL6ST/IFNGR1/CD4/IFNAR1/IFNAR2/IL2RA" 10
"GO:0048018" "MF" "GO:0048018" "receptor ligand activity" "14/91" "487/18368" 1.16245427907742e-07 3.68110521707851e-06 2.67840342664623e-06 "IL1B/IL1RN/CCL3/CXCL1/CXCL10/CXCL5/CXCL8/DPP4/IFNG/IL10/IL18/IL7/TNF/VEGFA" 14
"GO:0030546" "MF" "GO:0030546" "signaling receptor activator activity" "14/91" "495/18368" 1.4188751238692e-07 4.04379410302722e-06 2.94229894107613e-06 "IL1B/IL1RN/CCL3/CXCL1/CXCL10/CXCL5/CXCL8/DPP4/IFNG/IL10/IL18/IL7/TNF/VEGFA" 14
"GO:0045236" "MF" "GO:0045236" "CXCR chemokine receptor binding" "4/91" "18/18368" 1.63569348006842e-06 4.23793310744999e-05 3.08355612988974e-05 "CXCL1/CXCL10/CXCL5/CXCL8" 4
"GO:0048020" "MF" "GO:0048020" "CCR chemokine receptor binding" "5/91" "48/18368" 3.8659913984862e-06 9.18172957140472e-05 6.68070443422615e-05 "STAT1/CCR2/CCL3/STAT3/JAK1" 5
"GO:0008009" "MF" "GO:0008009" "chemokine activity" "5/91" "49/18368" 4.28855483130891e-06 9.40183174556183e-05 6.84085264589356e-05 "CCL3/CXCL1/CXCL10/CXCL5/CXCL8" 5
"GO:0003953" "MF" "GO:0003953" "NAD+ nucleosidase activity" "4/91" "28/18368" 1.05377602182684e-05 0.000214518690157606 0.000156085621278111 "TLR3/TICAM1/TLR7/TLR4" 4
"GO:0005164" "MF" "GO:0005164" "tumor necrosis factor receptor binding" "4/91" "31/18368" 1.60110223831733e-05 0.000304209425280293 0.000221345362069133 "STAT1/FADD/TRAF3/TNF" 4
"GO:0001618" "MF" "GO:0001618" "virus receptor activity" "5/91" "76/18368" 3.74018865976711e-05 0.000666221105021017 0.00048474813550929 "CCR5/ANPEP/CD4/DPP4/NCAM1" 5
"GO:0140272" "MF" "GO:0140272" "exogenous protein binding" "5/91" "77/18368" 3.98438994026829e-05 0.000667971254692036 0.000486021559277308 "CCR5/ANPEP/CD4/DPP4/NCAM1" 5
"GO:0019838" "MF" "GO:0019838" "growth factor binding" "6/91" "141/18368" 7.17529487953033e-05 0.00113608835592564 0.000826627538752909 "IL6R/IL1RN/IL6ST/FURIN/IL2RA/NRP1" 6
"GO:0015026" "MF" "GO:0015026" "coreceptor activity" "4/91" "48/18368" 9.28471648388543e-05 0.00139270747258281 0.00101334578799193 "CCR5/CD4/CD8A/NRP1" 4
"GO:0032813" "MF" "GO:0032813" "tumor necrosis factor receptor superfamily binding" "4/91" "49/18368" 0.00010071904128397 0.00143524633829657 0.00104429742804958 "STAT1/FADD/TRAF3/TNF" 4
"GO:0016799" "MF" "GO:0016799" "hydrolase activity, hydrolyzing N-glycosyl compounds" "4/91" "50/18368" 0.000109064477972439 0.0014801607724831 0.0010769775519083 "TLR3/TICAM1/TLR7/TLR4" 4
"GO:0042277" "MF" "GO:0042277" "peptide binding" "8/91" "321/18368" 0.000192556233170396 0.0024026048455031 0.00174815569552765 "NUP214/ANPEP/CD14/FURIN/HLA-A/HLA-C/TLR4/HLA-B" 8
"GO:0016493" "MF" "GO:0016493" "C-C chemokine receptor activity" "3/91" "23/18368" 0.000193894426128321 0.0024026048455031 0.00174815569552765 "CX3CR1/CCR2/CCR5" 3
"GO:0019957" "MF" "GO:0019957" "C-C chemokine binding" "3/91" "24/18368" 0.000220800441545742 0.00262200524335568 0.00190779328879435 "CX3CR1/CCR2/CCR5" 3
"GO:0001637" "MF" "GO:0001637" "G protein-coupled chemoattractant receptor activity" "3/91" "26/18368" 0.000281610638816395 0.00297255674306195 0.0021628575378881 "CX3CR1/CCR2/CCR5" 3
"GO:0004950" "MF" "GO:0004950" "chemokine receptor activity" "3/91" "26/18368" 0.000281610638816395 0.00297255674306195 0.0021628575378881 "CX3CR1/CCR2/CCR5" 3
"GO:0038187" "MF" "GO:0038187" "pattern recognition receptor activity" "3/91" "26/18368" 0.000281610638816395 0.00297255674306195 0.0021628575378881 "TLR7/CD14/TLR4" 3
"GO:0001968" "MF" "GO:0001968" "fibronectin binding" "3/91" "28/18368" 0.000352295544389139 0.00358586536253231 0.00260910609942333 "CTSL/CTSS/VEGFA" 3
"GO:0019902" "MF" "GO:0019902" "phosphatase binding" "6/91" "196/18368" 0.000429543103211316 0.00422137187638707 0.003071506037482 "STAT1/TBK1/TRAF3/STAT3/JAK1/MAPK3" 6
"GO:0003725" "MF" "GO:0003725" "double-stranded RNA binding" "4/91" "74/18368" 0.000497752716290694 0.00472865080476159 0.00344060649506199 "TLR3/TLR7/DDX58/IFIH1" 4
"GO:0002020" "MF" "GO:0002020" "protease binding" "5/91" "135/18368" 0.000558191316263496 0.0049772903098989 0.00362151871117298 "FADD/DPP4/FURIN/SERPINE1/TNF" 5
"GO:0019956" "MF" "GO:0019956" "chemokine binding" "3/91" "33/18368" 0.000576317825356715 0.0049772903098989 0.00362151871117298 "CX3CR1/CCR2/CCR5" 3
"GO:0051427" "MF" "GO:0051427" "hormone receptor binding" "3/91" "33/18368" 0.000576317825356715 0.0049772903098989 0.00362151871117298 "JAK1/JAK2/TYK2" 3
"GO:0042605" "MF" "GO:0042605" "peptide antigen binding" "3/91" "36/18368" 0.000746146993097615 0.00607576837236629 0.00442078068090918 "HLA-A/HLA-C/HLA-B" 3
"GO:0043394" "MF" "GO:0043394" "proteoglycan binding" "3/91" "36/18368" 0.000746146993097615 0.00607576837236629 0.00442078068090918 "CTSB/CTSL/CTSS" 3
"GO:0042056" "MF" "GO:0042056" "chemoattractant activity" "3/91" "37/18368" 0.0008090847294817 0.00639073545694857 0.00464995340727191 "CCL3/CXCL10/VEGFA" 3
"GO:0033218" "MF" "GO:0033218" "amide binding" "8/91" "400/18368" 0.000829674427744201 0.00639073545694857 0.00464995340727191 "NUP214/ANPEP/CD14/FURIN/HLA-A/HLA-C/TLR4/HLA-B" 8
"GO:0019903" "MF" "GO:0019903" "protein phosphatase binding" "5/91" "150/18368" 0.000898749796189323 0.00674062347141992 0.00490453489887248 "STAT1/TBK1/TRAF3/STAT3/JAK1" 5
"GO:0044389" "MF" "GO:0044389" "ubiquitin-like protein ligase binding" "7/91" "316/18368" 0.000982862310576857 0.00718245534652319 0.00522601552452472 "STAT1/TRAF3/DDX58/HSPA5/JAK1/PSMD1/STAT2" 7
"GO:0019864" "MF" "GO:0019864" "IgG binding" "2/91" "11/18368" 0.0012969321088256 0.00924064127538238 0.0067235690904906 "FCGR2A/FCGR3A" 2
"GO:0004715" "MF" "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" "3/91" "45/18368" 0.00143595689489587 0.00998165158647127 0.00726273448766331 "JAK1/JAK2/TYK2" 3
"GO:0005161" "MF" "GO:0005161" "platelet-derived growth factor receptor binding" "2/91" "15/18368" 0.0024442423445818 0.0165859301953765 0.0120680637063312 "VEGFA/ERN1" 2
"GO:0004674" "MF" "GO:0004674" "protein serine/threonine kinase activity" "7/91" "386/18368" 0.00305671335563506 0.0202596117757207 0.0147410656318263 "TBK1/CCL3/STK4/AAK1/MTOR/MAPK3/ERN1" 7
"GO:0005149" "MF" "GO:0005149" "interleukin-1 receptor binding" "2/91" "17/18368" 0.0031455543110986 0.0203746131514341 0.0148247416097231 "IL1B/IL1RN" 2
"GO:0004714" "MF" "GO:0004714" "transmembrane receptor protein tyrosine kinase activity" "4/91" "124/18368" 0.00336379902329486 0.0213040604808674 0.0155010153822009 "JAK1/JAK2/NRP1/TYK2" 4
"GO:0000979" "MF" "GO:0000979" "RNA polymerase II core promoter sequence-specific DNA binding" "2/91" "20/18368" 0.00435231931637002 0.0269654566340317 0.0196202953163591 "STAT1/TBPL1" 2
"GO:0004713" "MF" "GO:0004713" "protein tyrosine kinase activity" "4/91" "136/18368" 0.00467417834618969 0.0283434218864694 0.0206229145397395 "JAK1/JAK2/NRP1/TYK2" 4
"GO:0005518" "MF" "GO:0005518" "collagen binding" "3/91" "69/18368" 0.00486770052360933 0.0289019718589304 0.0210293202445403 "CTSB/CTSL/CTSS" 3
"GO:0004175" "MF" "GO:0004175" "endopeptidase activity" "7/91" "430/18368" 0.00549650352349634 0.0314588429507417 0.0228897213713615 "ACE/ADAM17/CTSB/CTSL/CTSS/DPP4/FURIN" 7
"GO:0019199" "MF" "GO:0019199" "transmembrane receptor protein kinase activity" "4/91" "143/18368" 0.00557825171310296 0.0314588429507417 0.0228897213713615 "JAK1/JAK2/NRP1/TYK2" 4
"GO:0016798" "MF" "GO:0016798" "hydrolase activity, acting on glycosyl bonds" "4/91" "144/18368" 0.00571626159338214 0.0314588429507417 0.0228897213713615 "TLR3/TICAM1/TLR7/TLR4" 4
"GO:0019865" "MF" "GO:0019865" "immunoglobulin binding" "2/91" "23/18368" 0.00573985906469673 0.0314588429507417 0.0228897213713615 "FCGR2A/FCGR3A" 2
"GO:0005112" "MF" "GO:0005112" "Notch binding" "2/91" "25/18368" 0.00676259862473118 0.0363649171329884 0.0264594226230793 "AAK1/ADAM17" 2
"GO:0008083" "MF" "GO:0008083" "growth factor activity" "4/91" "162/18368" 0.00860269666187567 0.0454031212710105 0.0330356967327389 "CXCL1/IL10/IL7/VEGFA" 4
"GO:0106310" "MF" "GO:0106310" "protein serine kinase activity" "6/91" "360/18368" 0.00897680016595587 0.0465161463144986 0.0338455432094413 "TBK1/STK4/AAK1/MTOR/MAPK3/ERN1" 6
"GO:0003727" "MF" "GO:0003727" "single-stranded RNA binding" "3/91" "87/18368" 0.00923880547318117 0.0470189207117256 0.0342113661318927 "TLR7/DDX58/IFIH1" 3
"GO:0051219" "MF" "GO:0051219" "phosphoprotein binding" "3/91" "88/18368" 0.00953110454333823 0.0476555227166911 0.0346745631585897 "TBK1/MTOR/MAPK3" 3
